"year","country","sex","age","population","gdp_per_capita","suicides_no","suicide_per_100k"
1993,"Greece","male","35-54",1323751,10957,97,7.32766207542053
1993,"Greece","male","5-14",704342,10957,2,0.283952966030707
1993,"Greece","male","55-74",1025017,10957,95,9.26813896745127
1993,"Greece","male","75+",269414,10957,36,13.362334548316
1993,"Grenada","female","15-24",8793,3632,0,0
1993,"Grenada","female","25-34",6771,3632,0,0
1993,"Grenada","female","35-54",7675,3632,0,0
1993,"Grenada","female","5-14",12426,3632,0,0
1993,"Grenada","female","55-74",5863,3632,0,0
1993,"Grenada","female","75+",1785,3632,0,0
1993,"Grenada","male","15-24",9153,3632,0,0
1993,"Grenada","male","25-34",6845,3632,0,0
1993,"Grenada","male","35-54",7569,3632,2,26.4235698242833
1993,"Grenada","male","5-14",12833,3632,1,7.79241019247253
1993,"Grenada","male","55-74",4505,3632,0,0
1993,"Grenada","male","75+",1086,3632,0,0
1993,"Guatemala","female","15-24",1003449,1381,10,0.996562854714091
1993,"Guatemala","female","25-34",649869,1381,5,0.76938583006729
1993,"Guatemala","female","35-54",746296,1381,7,0.937965632939209
1993,"Guatemala","female","5-14",1392070,1381,4,0.287341872175968
1993,"Guatemala","female","55-74",348142,1381,4,1.14895646029494
1993,"Guatemala","female","75+",55825,1381,0,0
1993,"Guatemala","male","15-24",986185,1381,32,3.2448272889975
1993,"Guatemala","male","25-34",590858,1381,40,6.7698160979457
1993,"Guatemala","male","35-54",669216,1381,41,6.12657198871515
1993,"Guatemala","male","5-14",1434745,1381,5,0.348493983251379
1993,"Guatemala","male","55-74",330703,1381,14,4.2334058052089
1993,"Guatemala","male","75+",47600,1381,3,6.30252100840336
1993,"Guyana","female","15-24",80833,671,4,4.94847401432583
1993,"Guyana","female","25-34",66401,671,5,7.53000707820665
1993,"Guyana","female","35-54",68847,671,3,4.35748834371868
1993,"Guyana","female","5-14",87945,671,2,2.27414861561203
1993,"Guyana","female","55-74",27073,671,1,3.69371698740443
1993,"Guyana","female","75+",5036,671,0,0
1993,"Guyana","male","15-24",76553,671,18,23.513121628153
1993,"Guyana","male","25-34",61922,671,19,30.6837634443332
1993,"Guyana","male","35-54",66569,671,16,24.035211584972
1993,"Guyana","male","5-14",88194,671,0,0
1993,"Guyana","male","55-74",25346,671,4,15.7815828927641
1993,"Guyana","male","75+",4112,671,0,0
1993,"Hungary","female","15-24",778205,4116,43,5.52553633040137
1993,"Hungary","female","25-34",638434,4116,63,9.86789550681825
1993,"Hungary","female","35-54",1505289,4116,320,21.2583762985048
1993,"Hungary","female","5-14",655499,4116,1,0.152555534028275
1993,"Hungary","female","55-74",1187358,4116,354,29.8140914534622
1993,"Hungary","female","75+",335159,4116,198,59.0764383471725
1993,"Hungary","male","15-24",816038,4116,157,19.2393001306312
1993,"Hungary","male","25-34",650343,4116,326,50.1273943134623
1993,"Hungary","male","35-54",1441399,4116,1189,82.4893037944386
1993,"Hungary","male","5-14",685836,4116,7,1.02065216757359
1993,"Hungary","male","55-74",885398,4116,736,83.1264583836873
1993,"Hungary","male","75+",168944,4116,300,177.573633866843
1993,"Iceland","female","15-24",20400,25474,0,0
1993,"Iceland","female","25-34",21200,25474,1,4.71698113207547
1993,"Iceland","female","35-54",31500,25474,4,12.6984126984127
1993,"Iceland","female","5-14",20700,25474,0,0
1993,"Iceland","female","55-74",19000,25474,2,10.5263157894737
1993,"Iceland","female","75+",7300,25474,0,0
1993,"Iceland","male","15-24",21000,25474,5,23.8095238095238
1993,"Iceland","male","25-34",21700,25474,3,13.8248847926267
1993,"Iceland","male","35-54",32800,25474,7,21.3414634146341
1993,"Iceland","male","5-14",21800,25474,0,0
1993,"Iceland","male","55-74",18100,25474,4,22.0994475138122
1993,"Iceland","male","75+",5000,25474,0,0
1993,"Ireland","female","15-24",300100,15872,9,2.99900033322226
1993,"Ireland","female","25-34",252600,15872,13,5.1464766429137
1993,"Ireland","female","35-54",421100,15872,28,6.6492519591546
1993,"Ireland","female","5-14",317900,15872,0,0
1993,"Ireland","female","55-74",271400,15872,14,5.1584377302874
1993,"Ireland","female","75+",102900,15872,3,2.91545189504373
1993,"Ireland","male","15-24",316400,15872,45,14.2225031605563
1993,"Ireland","male","25-34",247200,15872,57,23.0582524271845
1993,"Ireland","male","35-54",426500,15872,85,19.9296600234467
1993,"Ireland","male","5-14",335100,15872,8,2.38734706057893
1993,"Ireland","male","55-74",250200,15872,56,22.3820943245404
1993,"Ireland","male","75+",65100,15872,8,12.2887864823349
1993,"Israel","female","15-24",457700,16102,7,1.52938606073848
1993,"Israel","female","25-34",368000,16102,13,3.53260869565217
1993,"Israel","female","35-54",586700,16102,29,4.94290097153571
1993,"Israel","female","5-14",503000,16102,1,0.198807157057654
1993,"Israel","female","55-74",358900,16102,31,8.63750348286431
1993,"Israel","female","75+",112500,16102,18,16
1993,"Israel","male","15-24",476800,16102,54,11.3255033557047
1993,"Israel","male","25-34",372900,16102,47,12.6039152587825
1993,"Israel","male","35-54",566800,16102,69,12.1736062103035
1993,"Israel","male","5-14",530400,16102,0,0
1993,"Israel","male","55-74",298600,16102,64,21.4333556597455
1993,"Israel","male","75+",84700,16102,38,44.8642266824085
1993,"Italy","female","15-24",4203518,19605,59,1.40358623419717
1993,"Italy","female","25-34",4440463,19605,130,2.92762263754928
1993,"Italy","female","35-54",7566353,19605,303,4.00457129081871
1993,"Italy","female","5-14",2904196,19605,10,0.344329377218342
1993,"Italy","female","55-74",6444430,19605,471,7.30863707108309
1993,"Italy","female","75+",2384415,19605,208,8.72331368490804
1993,"Italy","male","15-24",4351566,19605,304,6.98599079044188
1993,"Italy","male","25-34",4493066,19605,527,11.7291844811538
1993,"Italy","male","35-54",7434885,19605,957,12.8717525556885
1993,"Italy","male","5-14",3037771,19605,20,0.658377474799779
1993,"Italy","male","55-74",5512083,19605,1104,20.0287259825369
1993,"Italy","male","75+",1367777,19605,604,44.159245257085
1993,"Japan","female","15-24",9233000,37832,404,4.37560922776996
1993,"Japan","female","25-34",7933000,37832,598,7.53813185427959
1993,"Japan","female","35-54",18064000,37832,1955,10.8226306465899
1993,"Japan","female","5-14",7142000,37832,18,0.252030243629235
1993,"Japan","female","55-74",13512000,37832,2418,17.8952042628774
1993,"Japan","female","75+",4227000,37832,1566,37.0475514549326
1993,"Japan","male","15-24",9691000,37832,974,10.0505623774636
1993,"Japan","male","25-34",8120000,37832,1473,18.14039408867
1993,"Japan","male","35-54",18083000,37832,5472,30.2604656307029
1993,"Japan","male","5-14",7513000,37832,32,0.425928390789299
1993,"Japan","male","55-74",11787000,37832,4185,35.5052176126241
1993,"Japan","male","75+",2430000,37832,1258,51.7695473251029
1993,"Kazakhstan","female","15-24",1407100,1527,173,12.2947907042854
1993,"Kazakhstan","female","25-34",1383000,1527,119,8.60448300795372
1993,"Kazakhstan","female","35-54",1929300,1527,219,11.3512672990204
1993,"Kazakhstan","female","5-14",1726000,1527,20,1.15874855156431
1993,"Kazakhstan","female","55-74",1173100,1527,229,19.5209274571648
1993,"Kazakhstan","female","75+",308200,1527,69,22.3880597014925
1993,"Kazakhstan","male","15-24",1474700,1527,574,38.9231708144029
1993,"Kazakhstan","male","25-34",1395600,1527,772,55.3167096589281
1993,"Kazakhstan","male","35-54",1825900,1527,1146,62.7635686510762
1993,"Kazakhstan","male","5-14",1774700,1527,76,4.28241392911478
1993,"Kazakhstan","male","55-74",830100,1527,545,65.6547403927238
1993,"Kazakhstan","male","75+",103700,1527,77,74.2526518804243
1993,"Kiribati","female","15-24",6579,735,1,15.1998784009728
1993,"Kiribati","female","25-34",6436,735,0,0
1993,"Kiribati","female","35-54",6730,735,0,0
1993,"Kiribati","female","5-14",9415,735,1,10.6213489113117
1993,"Kiribati","female","55-74",2840,735,0,0
1993,"Kiribati","female","75+",481,735,0,0
1993,"Kiribati","male","15-24",6585,735,3,45.5580865603645
1993,"Kiribati","male","25-34",5958,735,2,33.5683115139309
1993,"Kiribati","male","35-54",6370,735,3,47.0957613814757
1993,"Kiribati","male","5-14",9780,735,1,10.2249488752556
1993,"Kiribati","male","55-74",2384,735,1,41.9463087248322
1993,"Kiribati","male","75+",290,735,0,0
1993,"Kuwait","female","15-24",112300,18798,0,0
1993,"Kuwait","female","25-34",130800,18798,4,3.05810397553517
1993,"Kuwait","female","35-54",123800,18798,2,1.61550888529887
1993,"Kuwait","female","5-14",144300,18798,0,0
1993,"Kuwait","female","55-74",23500,18798,0,0
1993,"Kuwait","female","75+",2800,18798,0,0
1993,"Kuwait","male","15-24",119600,18798,1,0.836120401337793
1993,"Kuwait","male","25-34",207800,18798,6,2.88739172281039
1993,"Kuwait","male","35-54",227100,18798,4,1.76133861734919
1993,"Kuwait","male","5-14",143300,18798,0,0
1993,"Kuwait","male","55-74",35200,18798,1,2.84090909090909
1993,"Kuwait","male","75+",3100,18798,0,0
1993,"Kyrgyzstan","female","15-24",400400,528,16,3.996003996004
1993,"Kyrgyzstan","female","25-34",346600,528,21,6.05885747259088
1993,"Kyrgyzstan","female","35-54",380700,528,31,8.14289466771736
1993,"Kyrgyzstan","female","5-14",531800,528,3,0.564121850319669
1993,"Kyrgyzstan","female","55-74",247700,528,34,13.7262817924909
1993,"Kyrgyzstan","female","75+",54100,528,16,29.5748613678373
1993,"Kyrgyzstan","male","15-24",414400,528,73,17.6158301158301
1993,"Kyrgyzstan","male","25-34",344400,528,92,26.7131242740999
1993,"Kyrgyzstan","male","35-54",366800,528,168,45.8015267175573
1993,"Kyrgyzstan","male","5-14",543400,528,11,2.02429149797571
1993,"Kyrgyzstan","male","55-74",189100,528,85,44.9497620306716
1993,"Kyrgyzstan","male","75+",21800,528,13,59.6330275229358
1993,"Luxembourg","female","15-24",23700,44320,0,0
1993,"Luxembourg","female","25-34",33500,44320,2,5.97014925373134
1993,"Luxembourg","female","35-54",54200,44320,5,9.22509225092251
1993,"Luxembourg","female","5-14",22300,44320,0,0
1993,"Luxembourg","female","55-74",40800,44320,8,19.6078431372549
1993,"Luxembourg","female","75+",15300,44320,1,6.5359477124183
1993,"Luxembourg","male","15-24",24900,44320,10,40.1606425702811
1993,"Luxembourg","male","25-34",34900,44320,6,17.1919770773639
1993,"Luxembourg","male","35-54",57300,44320,22,38.3944153577661
1993,"Luxembourg","male","5-14",23400,44320,0,0
1993,"Luxembourg","male","55-74",34200,44320,6,17.5438596491228
1993,"Luxembourg","male","75+",7500,44320,4,53.3333333333333
1993,"Malta","female","15-24",25500,8022,0,0
1993,"Malta","female","25-34",26000,8022,1,3.84615384615385
1993,"Malta","female","35-54",51700,8022,4,7.73694390715667
1993,"Malta","female","5-14",27100,8022,0,0
1993,"Malta","female","55-74",32300,8022,2,6.19195046439629
1993,"Malta","female","75+",8500,8022,0,0
1993,"Malta","male","15-24",27300,8022,1,3.66300366300366
1993,"Malta","male","25-34",27200,8022,4,14.7058823529412
1993,"Malta","male","35-54",51300,8022,2,3.89863547758285
1993,"Malta","male","5-14",28500,8022,0,0
1993,"Malta","male","55-74",26700,8022,2,7.49063670411985
1993,"Malta","male","75+",5600,8022,0,0
1993,"Mauritius","female","15-24",93500,3405,16,17.1122994652406
1993,"Mauritius","female","25-34",97000,3405,16,16.4948453608247
1993,"Mauritius","female","35-54",122700,3405,8,6.519967400163
1993,"Mauritius","female","5-14",97600,3405,2,2.04918032786885
1993,"Mauritius","female","55-74",55600,3405,3,5.39568345323741
1993,"Mauritius","female","75+",12200,3405,0,0
1993,"Mauritius","male","15-24",97500,3405,13,13.3333333333333
1993,"Mauritius","male","25-34",102500,3405,30,29.2682926829268
1993,"Mauritius","male","35-54",123400,3405,33,26.742301458671
1993,"Mauritius","male","5-14",100800,3405,2,1.98412698412698
1993,"Mauritius","male","55-74",48700,3405,13,26.694045174538
1993,"Mauritius","male","75+",6800,3405,2,29.4117647058824
1993,"Mexico","female","15-24",9764500,6518,126,1.2903886527728
1993,"Mexico","female","25-34",6871000,6518,64,0.931451026051521
1993,"Mexico","female","35-54",7837300,6518,83,1.05903818917229
1993,"Mexico","female","5-14",10351400,6518,20,0.193210580211372
1993,"Mexico","female","55-74",3305700,6518,32,0.968024926641861
1993,"Mexico","female","75+",745600,6518,6,0.804721030042919
1993,"Mexico","male","15-24",9745400,6518,582,5.97204835101689
1993,"Mexico","male","25-34",6543100,6518,488,7.45823844966453
1993,"Mexico","male","35-54",7427100,6518,546,7.35145615381508
1993,"Mexico","male","5-14",10712100,6518,45,0.420085697482286
1993,"Mexico","male","55-74",2963500,6518,255,8.60469039986502
1993,"Mexico","male","75+",560100,6518,95,16.9612569184074
1993,"Netherlands","female","15-24",1065900,24385,37,3.47124495731307
1993,"Netherlands","female","25-34",1265300,24385,90,7.11293764324666
1993,"Netherlands","female","35-54",2103800,24385,195,9.26894191463067
1993,"Netherlands","female","5-14",893100,24385,2,0.22393908856791
1993,"Netherlands","female","55-74",1366000,24385,141,10.3221083455344
1993,"Netherlands","female","75+",558500,24385,70,12.5335720680394
1993,"Netherlands","male","15-24",1107600,24385,115,10.3828096785843
1993,"Netherlands","male","25-34",1327900,24385,216,16.2662851118307
1993,"Netherlands","male","35-54",2191300,24385,361,16.4742390361886
1993,"Netherlands","male","5-14",933300,24385,3,0.321440051430408
1993,"Netherlands","male","55-74",1213500,24385,239,19.6950968273589
1993,"Netherlands","male","75+",287400,24385,86,29.9234516353514
1993,"New Zealand","female","15-24",282900,14271,16,5.65570873100035
1993,"New Zealand","female","25-34",291800,14271,27,9.25291295407814
1993,"New Zealand","female","35-54",458200,14271,28,6.11086861632475
1993,"New Zealand","female","5-14",257000,14271,1,0.389105058365759
1993,"New Zealand","female","55-74",274500,14271,18,6.55737704918033
1993,"New Zealand","female","75+",104200,14271,4,3.83877159309021
1993,"New Zealand","male","15-24",282600,14271,110,38.9242745930644
1993,"New Zealand","male","25-34",279500,14271,78,27.906976744186
1993,"New Zealand","male","35-54",452700,14271,95,20.9851999116413
1993,"New Zealand","male","5-14",271200,14271,2,0.737463126843658
1993,"New Zealand","male","55-74",257600,14271,49,19.0217391304348
1993,"New Zealand","male","75+",61000,14271,15,24.5901639344262
1993,"Norway","female","15-24",302000,30066,18,5.96026490066225
1993,"Norway","female","25-34",320500,30066,24,7.48829953198128
1993,"Norway","female","35-54",558100,30066,39,6.98799498297796
1993,"Norway","female","5-14",257700,30066,2,0.776096235933256
1993,"Norway","female","55-74",395900,30066,39,9.8509724677949
1993,"Norway","female","75+",198800,30066,19,9.55734406438632
1993,"Norway","male","15-24",315200,30066,69,21.8908629441624
1993,"Norway","male","25-34",338500,30066,85,25.1107828655835
1993,"Norway","male","35-54",582800,30066,162,27.7968428277282
1993,"Norway","male","5-14",271000,30066,5,1.8450184501845
1993,"Norway","male","55-74",355100,30066,86,24.2185299915517
1993,"Norway","male","75+",114900,30066,42,36.5535248041775
1993,"Philippines","female","15-24",6509080,957,169,2.59637306654704
1993,"Philippines","female","25-34",5051261,957,86,1.70254516644458
1993,"Philippines","female","35-54",5754827,957,54,0.938342716470886
1993,"Philippines","female","5-14",8308799,957,0,0
1993,"Philippines","female","55-74",2175656,957,21,0.965226120305784
1993,"Philippines","female","75+",395945,957,10,2.52560330348912
1993,"Philippines","male","15-24",6764969,957,175,2.58685590429165
1993,"Philippines","male","25-34",5196998,957,154,2.96324916807742
1993,"Philippines","male","35-54",5807147,957,128,2.20418046934235
1993,"Philippines","male","5-14",8673303,957,0,0
1993,"Philippines","male","55-74",1875192,957,40,2.13311490236733
1993,"Philippines","male","75+",268392,957,9,3.35330412232853
1993,"Poland","female","15-24",2807600,2683,69,2.45761504487819
1993,"Poland","female","25-34",2644800,2683,135,5.1043557168784
1993,"Poland","female","35-54",5213700,2683,399,7.65291443696415
1993,"Poland","female","5-14",3192500,2683,6,0.187940485512921
1993,"Poland","female","55-74",3606800,2683,313,8.67805256737274
1993,"Poland","female","75+",968700,2683,61,6.29709920512026
1993,"Poland","male","15-24",2935400,2683,486,16.5565169993868
1993,"Poland","male","25-34",2723200,2683,785,28.8263807285546
1993,"Poland","male","35-54",5107600,2683,2174,42.5640222413658
1993,"Poland","male","5-14",3336600,2683,44,1.31870766648684
1993,"Poland","male","55-74",2791300,2683,1002,35.8972521764053
1993,"Poland","male","75+",464400,2683,150,32.2997416020672
1993,"Portugal","female","15-24",800378,10098,16,1.99905544630162
1993,"Portugal","female","25-34",736460,10098,24,3.25883279472069
1993,"Portugal","female","35-54",1290364,10098,51,3.95237312882256
1993,"Portugal","female","5-14",634972,10098,1,0.157487259280724
1993,"Portugal","female","55-74",1082362,10098,68,6.28255611338905
1993,"Portugal","female","75+",349176,10098,34,9.73720988842303
1993,"Portugal","male","15-24",820793,10098,36,4.38600231727122
1993,"Portugal","male","25-34",719282,10098,74,10.2880372371337
1993,"Portugal","male","35-54",1200800,10098,143,11.90872751499
1993,"Portugal","male","5-14",665003,10098,2,0.300750522929972
1993,"Portugal","male","55-74",903714,10098,232,25.6718386569202
1993,"Portugal","male","75+",206778,10098,99,47.87743376955
1993,"Puerto Rico","female","15-24",310130,11146,6,1.93467255666978
1993,"Puerto Rico","female","25-34",277006,11146,4,1.44401204306044
1993,"Puerto Rico","female","35-54",467965,11146,16,3.41905911766906
1993,"Puerto Rico","female","5-14",310642,11146,1,0.3219139717102
1993,"Puerto Rico","female","55-74",268361,11146,7,2.60842670879897
1993,"Puerto Rico","female","75+",86920,11146,0,0
1993,"Puerto Rico","male","15-24",312503,11146,33,10.5598986249732
1993,"Puerto Rico","male","25-34",250629,11146,69,27.5307326765857
1993,"Puerto Rico","male","35-54",408115,11146,116,28.4233610624456
1993,"Puerto Rico","male","5-14",321716,11146,0,0
1993,"Puerto Rico","male","55-74",229549,11146,59,25.7025733067885
1993,"Puerto Rico","male","75+",68936,11146,34,49.3211094348381
1993,"Republic of Korea","female","15-24",4146800,9479,253,6.1010899971062
1993,"Republic of Korea","female","25-34",4131600,9479,322,7.79359086068351
1993,"Republic of Korea","female","35-54",5301200,9479,381,7.18705198822908
1993,"Republic of Korea","female","5-14",3570700,9479,22,0.616125689640687
1993,"Republic of Korea","female","55-74",2673200,9479,207,7.74352835552895
1993,"Republic of Korea","female","75+",501700,9479,91,18.1383296790911
1993,"Republic of Korea","male","15-24",4405500,9479,522,11.8488253319714
1993,"Republic of Korea","male","25-34",4306500,9479,646,15.0005805178219
1993,"Republic of Korea","male","35-54",5494900,9479,1040,18.9266410671714
1993,"Republic of Korea","male","5-14",3855600,9479,25,0.648407511152609
1993,"Republic of Korea","male","55-74",2145400,9479,524,24.4243497716044
1993,"Republic of Korea","male","75+",221700,9479,91,41.0464591790708
1993,"Romania","female","15-24",1886900,1237,57,3.02082781281467
1993,"Romania","female","25-34",1468500,1237,51,3.4729315628192
1993,"Romania","female","35-54",2917900,1237,194,6.64861715617396
1993,"Romania","female","5-14",1714000,1237,2,0.116686114352392
1993,"Romania","female","55-74",2366500,1237,217,9.16965983519966
1993,"Romania","female","75+",516800,1237,62,11.9969040247678
1993,"Romania","male","15-24",1960800,1237,197,10.046919624643
1993,"Romania","male","25-34",1508500,1237,326,21.610871726881
1993,"Romania","male","35-54",2869900,1237,943,32.8582877452176
1993,"Romania","male","5-14",1786000,1237,17,0.951847704367301
1993,"Romania","male","55-74",1993400,1237,607,30.4504866057991
1993,"Romania","male","75+",318400,1237,101,31.7211055276382
1993,"Russian Federation","female","15-24",9824100,3160,785,7.99055384208223
1993,"Russian Federation","female","25-34",11063800,3160,1154,10.430412697265
1993,"Russian Federation","female","35-54",20012400,3160,3163,15.8052007755192
1993,"Russian Federation","female","5-14",11376500,3160,93,0.817474618731596
1993,"Russian Federation","female","55-74",16579000,3160,3433,20.7069183907353
1993,"Russian Federation","female","75+",4615000,3160,1468,31.8093174431203
1993,"Russian Federation","male","15-24",10306400,3160,4347,42.1776760071412
1993,"Russian Federation","male","25-34",11260400,3160,9328,82.8389755248481
1993,"Russian Federation","male","35-54",18908000,3160,20256,107.129257457161
1993,"Russian Federation","male","5-14",11763700,3160,337,2.864744935692
1993,"Russian Federation","male","55-74",10681300,3160,10118,94.7262973608081
1993,"Russian Federation","male","75+",1302200,3160,1364,104.745814774996
1993,"Saint Lucia","female","15-24",14011,4568,0,0
1993,"Saint Lucia","female","25-34",11591,4568,0,0
1993,"Saint Lucia","female","35-54",11946,4568,0,0
1993,"Saint Lucia","female","5-14",16743,4568,0,0
1993,"Saint Lucia","female","55-74",7403,4568,0,0
1993,"Saint Lucia","female","75+",2603,4568,0,0
1993,"Saint Lucia","male","15-24",13501,4568,0,0
1993,"Saint Lucia","male","25-34",10951,4568,2,18.2631723130308
1993,"Saint Lucia","male","35-54",11725,4568,5,42.6439232409382
1993,"Saint Lucia","male","5-14",16487,4568,0,0
1993,"Saint Lucia","male","55-74",6955,4568,1,14.3781452192667
1993,"Saint Lucia","male","75+",1930,4568,0,0
1993,"Singapore","female","15-24",217700,22835,13,5.97152044097382
1993,"Singapore","female","25-34",292900,22835,19,6.48685558210994
1993,"Singapore","female","35-54",411300,22835,28,6.80768295647946
1993,"Singapore","female","5-14",200800,22835,1,0.49800796812749
1993,"Singapore","female","55-74",157900,22835,21,13.299556681444
1993,"Singapore","female","75+",39500,22835,20,50.6329113924051
1993,"Singapore","male","15-24",224300,22835,19,8.47079803834151
1993,"Singapore","male","25-34",296600,22835,36,12.1375590020229
1993,"Singapore","male","35-54",420500,22835,56,13.3174791914388
1993,"Singapore","male","5-14",216300,22835,0,0
1993,"Singapore","male","55-74",151200,22835,31,20.5026455026455
1993,"Singapore","male","75+",26800,22835,26,97.0149253731343
1993,"Slovakia","female","15-24",403487,3334,11,2.72623405462877
1993,"Slovakia","female","25-34",378035,3334,16,4.23241234277249
1993,"Slovakia","female","35-54",719170,3334,38,5.2838689044315
1993,"Slovakia","female","5-14",412285,3334,0,0
1993,"Slovakia","female","55-74",491822,3334,36,7.3197213626068
1993,"Slovakia","female","75+",135118,3334,15,11.1014076584911
1993,"Slovakia","male","15-24",420445,3334,52,12.3678483511518
1993,"Slovakia","male","25-34",389917,3334,93,23.8512298771277
1993,"Slovakia","male","35-54",697893,3334,304,43.5596860836833
1993,"Slovakia","male","5-14",430319,3334,2,0.46477148348086
1993,"Slovakia","male","55-74",379898,3334,133,35.0093972592643
1993,"Slovakia","male","75+",76871,3334,38,49.4334664567912
1993,"Spain","female","15-24",3210400,14106,53,1.65088462496885
1993,"Spain","female","25-34",3057000,14106,92,3.00948642459928
1993,"Spain","female","35-54",4741500,14106,168,3.54318253717178
1993,"Spain","female","5-14",2428200,14106,2,0.0823655382587925
1993,"Spain","female","55-74",4089500,14106,295,7.21359579410686
1993,"Spain","female","75+",1469100,14106,144,9.80191954257709
1993,"Spain","male","15-24",3354900,14106,246,7.33255834749173
1993,"Spain","male","25-34",3122600,14106,377,12.0732722731057
1993,"Spain","male","35-54",4692900,14106,588,12.5295659400371
1993,"Spain","male","5-14",2554000,14106,16,0.62646828504307
1993,"Spain","male","55-74",3563100,14106,690,19.3651595520754
1993,"Spain","male","75+",838900,14106,366,43.6285612111098
1993,"Sweden","female","15-24",542600,25880,36,6.63472171028382
1993,"Sweden","female","25-34",599100,25880,61,10.1819395760307
1993,"Sweden","female","35-54",1169000,25880,151,12.9170230966638
1993,"Sweden","female","5-14",494200,25880,0,0
1993,"Sweden","female","55-74",871200,25880,108,12.396694214876
1993,"Sweden","female","75+",439800,25880,61,13.8699408822192
1993,"Sweden","male","15-24",567200,25880,68,11.9887165021157
1993,"Sweden","male","25-34",633400,25880,129,20.3662772339754
1993,"Sweden","male","35-54",1214000,25880,385,31.7133443163097
1993,"Sweden","male","5-14",520500,25880,1,0.192122958693564
1993,"Sweden","male","55-74",790900,25880,235,29.7129852067265
1993,"Sweden","male","75+",270600,25880,138,50.9977827050998
1993,"Trinidad and Tobago","female","15-24",104900,4066,9,8.57959961868446
1993,"Trinidad and Tobago","female","25-34",98700,4066,6,6.0790273556231
1993,"Trinidad and Tobago","female","35-54",126300,4066,6,4.75059382422803
1993,"Trinidad and Tobago","female","5-14",132100,4066,2,1.51400454201363
1993,"Trinidad and Tobago","female","55-74",57700,4066,3,5.19930675909879
1993,"Trinidad and Tobago","female","75+",16000,4066,0,0
1993,"Trinidad and Tobago","male","15-24",123800,4066,26,21.0016155088853
1993,"Trinidad and Tobago","male","25-34",113000,4066,46,40.7079646017699
1993,"Trinidad and Tobago","male","35-54",144600,4066,59,40.8022130013831
1993,"Trinidad and Tobago","male","5-14",155100,4066,0,0
1993,"Trinidad and Tobago","male","55-74",62100,4066,16,25.7648953301127
1993,"Trinidad and Tobago","male","75+",14000,4066,1,7.14285714285714
1993,"Turkmenistan","female","15-24",367200,954,25,6.8082788671024
1993,"Turkmenistan","female","25-34",325200,954,12,3.690036900369
1993,"Turkmenistan","female","35-54",312300,954,7,2.24143451809158
1993,"Turkmenistan","female","5-14",463900,954,2,0.431127398146152
1993,"Turkmenistan","female","55-74",159500,954,19,11.9122257053292
1993,"Turkmenistan","female","75+",30000,954,2,6.66666666666667
1993,"Turkmenistan","male","15-24",403300,954,46,11.4059013141582
1993,"Turkmenistan","male","25-34",319000,954,40,12.5391849529781
1993,"Turkmenistan","male","35-54",310000,954,55,17.741935483871
1993,"Turkmenistan","male","5-14",489900,954,5,1.02061645233721
1993,"Turkmenistan","male","55-74",134000,954,23,17.1641791044776
1993,"Turkmenistan","male","75+",16800,954,4,23.8095238095238
1993,"Ukraine","female","15-24",3565100,1349,152,4.26355501949454
1993,"Ukraine","female","25-34",3766200,1349,229,6.08039934151134
1993,"Ukraine","female","35-54",7042800,1349,779,11.0609416709263
1993,"Ukraine","female","5-14",3738000,1349,20,0.535045478865704
1993,"Ukraine","female","55-74",6338500,1349,940,14.8300070994715
1993,"Ukraine","female","75+",1795100,1349,485,27.0179934265501
1993,"Ukraine","male","15-24",3668700,1349,795,21.6698012920108
1993,"Ukraine","male","25-34",3714200,1349,1691,45.5279737224705
1993,"Ukraine","male","35-54",6371900,1349,4100,64.3450148307412
1993,"Ukraine","male","5-14",3869500,1349,65,1.67980359219537
1993,"Ukraine","male","55-74",4202500,1349,2654,63.1528851873885
1993,"Ukraine","male","75+",608000,1349,559,91.9407894736842
1993,"United Kingdom","female","15-24",3760574,19553,82,2.18051818685126
1993,"United Kingdom","female","25-34",4569482,19553,181,3.96106166957217
1993,"United Kingdom","female","35-54",7448149,19553,335,4.49776179289646
1993,"United Kingdom","female","5-14",3608700,19553,2,0.0554216199739518
1993,"United Kingdom","female","55-74",5792600,19553,263,4.54027552394434
1993,"United Kingdom","female","75+",2647900,19553,166,6.26911892443068
1993,"United Kingdom","male","15-24",3957719,19553,501,12.6588067520711
1993,"United Kingdom","male","25-34",4707275,19553,773,16.4213902948096
1993,"United Kingdom","male","35-54",7453705,19553,1274,17.092170940492
1993,"United Kingdom","male","5-14",3806053,19553,12,0.31528725427628
1993,"United Kingdom","male","55-74",5170730,19553,652,12.6094381257579
1993,"United Kingdom","male","75+",1361095,19553,221,16.2369268860733
1993,"United States","female","15-24",17630000,28891,730,4.14066931366988
1993,"United States","female","25-34",20933400,28891,1089,5.20221273180659
1993,"United States","female","35-54",35236400,28891,2362,6.70329545583544
1993,"United States","female","5-14",18078200,28891,88,0.486774125742607
1993,"United States","female","55-74",21398900,28891,1304,6.09377117515386
1993,"United States","female","75+",9090400,28891,519,5.70931972190443
1993,"United States","male","15-24",18399400,28891,4119,22.3865995630292
1993,"United States","male","25-34",20942000,28891,5218,24.9164358704995
1993,"United States","male","35-54",34205000,28891,7976,23.3182283291916
1993,"United States","male","5-14",18972100,28891,233,1.22811918554087
1993,"United States","male","55-74",18163000,28891,4797,26.410835214447
1993,"United States","male","75+",5043500,28891,2649,52.5230494696144
1993,"Uruguay","female","15-24",254841,5180,10,3.92401536644417
